40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
35,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,44
35,0,0,0,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42,0,0,0,0,0,0,0,0,40,1,1,1,1,1,1,1,1,1,1,1,42,0,0,0,40
35,0,0,0,41,1,1,1,1,1,1,1,1,1,1,1,1,1,42,35,0,0,0,0,0,0,0,0,41,1,1,1,1,1,1,1,1,1,1,1,43,0,0,0,35
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,35,35,0,0,0,38,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,35
35,0,0,0,40,1,1,1,1,1,1,1,1,1,1,1,1,1,43,35,0,0,0,0,0,0,0,0,40,1,1,1,1,1,1,1,1,1,1,1,42,0,0,0,35
35,0,0,0,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,0,0,0,0,0,0,0,0,35,40,1,1,1,1,1,1,1,1,1,1,43,0,0,0,35
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,39,0,0,0,35,35,2,10,0,0,0,0,0,0,0,0,0,0,0,0,35
35,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
35,0,0,0,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42,0,0,0,0,0,0,0,0,35,41,1,1,1,1,1,1,1,1,1,1,42,0,0,0,35
35,0,0,0,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,0,0,0,0,0,0,0,0,41,1,1,1,1,1,1,1,1,1,1,1,43,0,0,0,35
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
35,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,35
41,1,1,1,1,1,1,1,1,1,1,1,42,28,28,40,1,1,1,39,0,0,0,0,0,0,0,0,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43
