40,1,1,1,1,1,1,1,42,0,0,0,0,0,0,0,0,0,0,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42
43,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
23,0,0,0,2,0,9,0,35,0,0,0,0,0,0,0,0,0,0,35,0,7,0,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,35
23,0,0,40,42,0,0,0,35,0,0,0,0,0,0,0,0,0,0,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42,0,0,0,35
1,1,1,43,35,0,0,0,35,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42,35,0,0,0,35
0,0,0,0,35,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,35
0,0,0,0,35,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,35
0,0,0,0,35,0,0,0,35,35,0,0,40,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,35,35,0,0,0,35
0,0,0,0,35,0,0,0,35,35,0,0,35,0,35,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,35
0,0,0,0,35,0,0,0,35,35,0,0,35,0,41,1,42,0,0,0,0,0,0,0,0,0,0,40,1,1,1,1,1,1,1,1,1,1,1,43,35,0,0,0,35
0,0,0,0,35,0,0,0,35,35,0,0,35,0,0,0,35,0,0,0,0,0,0,0,0,0,0,41,1,1,1,1,1,1,1,1,1,1,1,1,43,0,0,0,35
0,0,0,0,35,0,0,0,35,35,0,0,35,0,0,0,41,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
0,0,0,0,35,0,0,0,35,35,0,0,35,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
0,0,0,0,35,0,0,0,35,35,0,0,35,0,0,0,0,0,41,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,35
0,0,0,0,35,0,0,0,41,43,0,0,35,0,0,0,0,0,0,0,35,0,0,0,0,0,0,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43
0,0,0,0,35,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,41,1,42,0,0,0,0,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42
0,0,0,0,35,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
0,0,0,0,35,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,41,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
0,0,0,0,35,0,0,7,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
0,0,0,0,41,1,1,1,1,1,1,1,43,0,0,0,0,0,0,0,0,0,0,0,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42,22,22,22,35
