1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
1,1,42,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,4,0,0,0,0,0,0,0,35,35,0,0,0,0,9,0,0,0,0,0,0,0,40,1,1
40,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,9,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,41,1,42
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
35,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
35,0,0,0,40,1,1,1,42,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,41,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
35,0,0,0,35,0,0,0,35,0,0,0,0,0,0,0,0,0,0,40,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,42,0,0,0,0,35
35,0,0,0,41,1,1,1,43,0,0,0,0,0,0,0,0,38,39,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,40,43,0,0,0,0,35
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,4,0,0,0,0,35
35,0,0,0,0,0,0,0,0,0,0,40,1,42,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,43,35,4,0,0,0,0,35
35,0,0,0,0,0,0,0,0,0,0,35,0,35,0,0,0,38,39,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,42,35,4,0,0,0,0,35
35,0,0,0,0,0,0,0,0,0,0,41,1,43,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,4,0,0,0,0,35
35,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,41,42,0,0,0,0,35
35,0,0,0,40,1,1,1,42,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,40,1,1,1,43,40,43,0,0,0,0,35
35,0,0,0,35,0,0,0,35,0,0,0,0,0,0,0,0,38,39,35,35,0,0,0,0,0,0,0,0,0,0,0,0,41,1,1,1,42,35,4,0,0,0,0,35
35,0,0,0,41,1,1,1,43,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,4,0,0,0,0,35
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,4,0,0,0,0,35
35,0,0,0,0,0,0,0,0,0,0,40,1,42,0,0,0,0,2,35,35,0,0,0,0,0,0,0,0,0,0,40,1,1,1,1,1,43,35,4,0,0,0,0,35
35,0,0,0,0,0,0,0,0,0,0,35,0,35,0,0,0,38,39,35,35,0,0,0,0,0,0,0,0,0,0,41,1,1,1,1,1,42,41,42,0,0,0,0,35
35,0,0,0,0,0,0,0,0,0,0,41,1,43,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,40,43,0,0,0,0,35
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,35,35,4,0,0,0,0,35
35,0,0,0,40,1,1,1,42,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,40,1,1,1,1,1,1,1,43,35,4,0,0,0,0,35
35,0,0,0,41,1,1,1,43,0,0,0,0,0,0,0,0,38,39,41,43,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,35,4,0,0,0,0,35
35,0,0,0,0,0,0,0,0,0,0,38,1,1,39,0,0,0,0,4,4,0,0,0,0,0,0,40,1,43,0,0,0,0,0,0,0,0,35,4,0,0,0,0,35
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,41,42,0,0,9,0,35
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,4,0,0,0,0,40,1,43,0,0,0,0,0,0,0,0,0,0,40,43,0,0,2,0,35
41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,0,0,0,0,0,0,0,0,0,0,0,0,41,1,1,1,1,1,43
